,detuning_Hz,cyc,detuning,freq,cyc.1,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,detuning_EF,ratio95,f5,f9,c5_alpha,c5_transfer,c5_scaledtransfer,e_detuning_Hz,e_cyc,e_detuning,e_freq,e_cyc.1,e_ROIsum,e_fBg,e_fA1,e_fWidth1,e_fCtr1,e_fA2,e_fWidth2,e_fCtr2,e_box1,e_box2,e_box3,e_box4,e_box5,e_box6,e_box7,e_box8,e_box9,e_Nfit,e_BZ-2,e_BZ-1,e_BZ0,e_BZ1,e_BZ2,e_Excited,e_c5,e_c7,e_c9,e_fraction95,e_fraction75,e_fraction97,e_sum95,e_detuning_EF,e_ratio95,e_f5,e_f9,e_c5_alpha,e_c5_transfer,e_c5_scaledtransfer,em_detuning_Hz,em_cyc,em_detuning,em_freq,em_cyc.1,em_ROIsum,em_fBg,em_fA1,em_fWidth1,em_fCtr1,em_fA2,em_fWidth2,em_fCtr2,em_box1,em_box2,em_box3,em_box4,em_box5,em_box6,em_box7,em_box8,em_box9,em_Nfit,em_BZ-2,em_BZ-1,em_BZ0,em_BZ1,em_BZ2,em_Excited,em_c5,em_c7,em_c9,em_fraction95,em_fraction75,em_fraction97,em_sum95,em_detuning_EF,em_ratio95,em_f5,em_f9,em_c5_alpha,em_c5_transfer,em_c5_scaledtransfer
0,-4034000.000000006,75.0,-4.034000000000006,43.188700000000004,75.0,10432.366666666667,-0.1973672,31.114966666666664,8.74541,123.89133333333332,0.03525843333333333,244.7006666666667,342.8423666666667,-2.8627903333333333,-5.388833333333333,-11.370809999999999,-4.990376666666666,-5.645816666666666,-616.432,6624.763333333333,34.98643333333333,6230.346666666667,10069.843333333332,1.0187166666666667,-1.5073243333333333,-3.607785,-1.1088660233333332,-1.764306666666667,0.37618466666666667,7115.7733333333335,79.62376666666667,5511.515199999999,0.56359,0.980771,0.02134873333333333,12627.288533333332,-303.3082706766922,0.7749809980643586,0.5635896274124951,0.436410372587505,0.206189025216902,1.675237432568795e-05,0.03546076832670463,-4034000.000000006,46.57252408878007,0.0,0.0,46.57252408878007,422.94503583011044,0.1918269662031905,0.6609659169225992,0.19083411356463467,0.037634204300520564,0.1006103039241177,439.46637411648845,254.88947672550808,3.427140127351132,1.5449063122511122,6.314719536535254,1.6071059805231678,2.2345785985356015,80.66235659835384,198.3235279368871,3.4812724804779864,267.0510712079867,2066.851384360601,3.7633758396728507,1.7754349941342076,5.299182703372757,1.6012838517724648,2.738530443510412,0.8212050797464256,140.06564508591427,6.57288316367584,217.35523514219742,0.013190980213767271,0.0019389574518281988,0.0013722426255343234,178.26499404272752,0.0,0.04103785792403065,0.01319092320971813,0.013190923209718137,0.006766804268766766,5.49786963587389e-07,0.001163767461602143,-4034000.000000006,26.888659319497503,0.0,0.0,26.888659319497503,244.18743028893016,0.11075135057524128,0.38160885006043044,0.11017812683710544,0.021728117983642922,0.05808738605383941,253.72602939594339,147.16050800107493,1.9786602750767444,0.8919520752509318,3.6458050242756177,0.9278630704713083,1.2901345553899062,46.57043329552917,114.50214224099803,2.0099136037264014,154.18200784930903,1193.2972031355437,2.172786054096854,1.0250478717920664,3.05948456027727,0.9245016628698334,1.5810912887447215,0.47412297385148694,80.8669378945712,3.7948558639002052,125.49010351912209,0.007615815977293561,0.0011194576067602414,0.0007922646492457204,102.92134229765577,0.0,0.023693218319404713,0.007615783065990445,0.0076157830659904484,0.003906816266126001,3.17419651424126e-07,0.0006719014572301247
1,-4031000.000000006,66.0,-4.031000000000006,43.1917,66.0,10094.053333333335,-0.03396586666666667,29.886566666666667,8.72059,124.03266666666667,0.08358553,-27.557283333333334,166.66666667711135,-3.6558333333333333,-0.6146266666666665,-8.56906,-4.82843,-5.48311,-618.5336666666667,6377.56,35.611799999999995,6124.843333333333,8618.173333333332,0.2389103333333333,3.280117333333333,-0.7795583333333335,-0.9336839333333332,-1.5883663333333333,5.107292999999999,6870.246666666666,80.40136666666666,5426.371866666666,0.5586099999999999,0.9798723333333333,0.021883033333333333,12296.618533333332,-303.08270676691774,0.7904558790860441,0.5586101729295702,0.4413898270704298,0.21805082683911267,1.771611786510906e-05,0.03750078281738888,-4031000.000000006,46.57252408878007,0.0,0.0,46.57252408878007,404.67034797886214,0.036744410558523496,0.6700014726351975,0.08978958569901038,0.21553267347047664,0.15976741716310838,17.655048161385267,288.6751345857675,1.6468914895746265,2.8323223940846374,2.50942452470681,1.2853142758485179,0.4475608033552534,74.4859379502825,282.9980906296012,5.302953994708987,49.38355428007706,472.74328301239086,1.2800043760239,3.2834526915065085,1.7747970293271096,0.8299963898622773,0.7855923408870107,8.117562557081222,225.4895175686295,10.580937935898374,18.817083591602326,0.008816961608173204,0.0031716910841589735,0.002787680455743329,210.93850836415254,0.0,0.028388877948323992,0.008817193927181536,0.008817193927181612,0.010893773623857782,8.850935367398617e-07,0.0018735312525621267,-4031000.000000006,26.888659319497503,0.0,0.0,26.888659319497503,233.6365343386556,0.02121439532717767,0.386825530583377,0.05184004147374861,0.1244378470473394,0.09224176130685185,10.19314680853159,166.6666666614443,0.9508332448320144,1.6352420966565708,1.4488169248505256,0.7420765431544107,0.25839935029588074,43.00447632643736,163.38902380515037,3.0616619163454346,28.511608357142983,272.93846170479134,0.7390108710612975,1.8957022953126839,1.0246795426389548,0.4791986391134034,0.45356194948442385,4.68667692749447,130.18643366768708,6.10890736556965,10.864048276975293,0.005090475157913395,0.0018311767012255194,0.0016094680615380697,121.7854045865016,0.0,0.01639032632545629,0.005090609287355393,0.0050906092873554375,0.006289523134225136,5.110089916947571e-07,0.0010816837730019207
2,-4028000.0000000056,67.0,-4.028000000000006,43.19469999999999,67.0,10141.853333333334,-0.19970443333333335,30.41463333333333,8.68891,123.89799999999998,0.08738420000000001,-111.99933333333333,220.32563000000002,-2.4810133333333333,-2.847777333333333,-8.086546666666665,-4.8707633333333336,-4.605096666666666,-650.0886666666667,6503.900000000001,41.07503333333333,6034.389999999999,8917.776666666667,1.61242,1.2456566666666666,0.10031000000000005,-0.777332533,-0.511663,0.5339453333333334,7021.723333333332,88.14953333333334,5372.809466666667,0.566332,0.9785606666666666,0.024123666666666665,12394.5328,-302.8571428571433,0.7658643390210234,0.5663317238205324,0.4336682761794676,0.21073273713917354,1.712154025423294e-05,0.036242204271946916,-4028000.0000000056,46.57252408878007,0.0,0.0,46.57252408878007,543.3608584847947,0.19082688554043778,1.1060176686352403,0.2266650936955226,0.16479077644091156,0.022347613825193954,65.12964821287869,242.894241255594,3.828991847397084,2.8839262338592038,3.3499532791120137,1.4782643224516154,1.4894537614284418,52.567666548300664,380.24039396150476,9.62809837420315,209.50005990452567,608.5006466170216,4.14748392612919,2.8589195744255087,3.1757870312097443,1.3745308745459182,1.29767000149229,0.3053014011453818,421.7332100194783,12.394847191608838,205.23047040995976,0.00558169902449065,0.001995160227483895,0.0025694965310996886,626.5037456259615,0.0,0.017466725134710006,0.005581680639934139,0.005581680639934092,0.02037463279514435,1.655391090644317e-06,0.0035040668751901483,-4028000.0000000056,26.888659319497503,0.0,0.0,26.888659319497503,313.7095379133023,0.11017395373538966,0.6385595987150383,0.13086515286100173,0.09514199913812772,0.012902400857721532,37.60261992793114,140.2350555735271,2.2106694738195887,1.6650355874416352,1.9340964274679906,0.85347630450086,0.8599365301062114,30.349956432331872,219.53189381044413,5.558785188130386,120.95491598112062,351.31801212639874,2.3945509612103337,1.650597985886058,1.8335414973578683,0.7935857704285375,0.7492101246808756,0.1762658461352561,243.48778233095078,7.156168362639639,118.4898673371038,0.003222595434325148,0.0011519062944142617,0.0014834995139122148,361.71210618545774,0.0,0.010084418458386025,0.003222584819996498,0.0032225848199964706,0.011763299728916366,9.557404917976046e-07,0.002023073953649483
3,-4025000.0000000056,51.0,-4.025000000000006,43.1977,51.0,10288.833333333334,-0.2829646,30.535466666666665,8.750996666666667,123.77933333333333,-0.0013133333333333278,32.55473333333334,252.1670333333333,-4.6217733333333335,-1.8559373333333333,-8.543973333333334,-3.7300799999999996,-4.582906666666666,-580.9006666666667,6658.753333333334,37.870133333333335,5940.406666666667,9862.976666666667,-0.9639953333333334,1.801838,-1.22843,-0.07230366666666667,-0.9251263333333334,0.9655406666666666,7121.46,79.9346,5250.555666666666,0.575473,0.9807193333333334,0.02247853333333333,12372.015666666666,-302.63157894736884,0.7379713666493224,0.5754729537518254,0.42452704624817467,0.20591429289227348,1.673005296917199e-05,0.03541351935549842,-4025000.0000000056,46.57252408878007,0.0,0.0,46.57252408878007,201.56950000764854,0.22497580517975704,0.5438461577811615,0.22765745547496002,0.10809872031312283,0.1380472062098083,392.4869429074212,229.5970050701954,2.217876567267289,1.6795398293822428,3.0003104740065365,0.8050149079986034,2.310128613439809,44.57971540211239,275.2782492921177,4.584514871099597,59.084950988668254,1315.3342931108173,2.0421890888420036,1.8482089574753175,2.7145067060333448,1.0512803442090666,2.585829413611875,1.1076846386771524,275.4914316271923,1.420612308126321,24.740585442816748,0.008751577629204928,0.0007212325098977087,0.0003059844821773365,294.32832788580447,0.0,0.02665461052935335,0.008751755689771412,0.008751755689771398,0.013309449254312721,1.0813615115666095e-06,0.0022889835968074907,-4025000.0000000056,26.888659319497503,0.0,0.0,26.888659319497503,116.37620508983416,0.12988984168168555,0.31398972559269733,0.1314380932014934,0.06241082527183553,0.07970159166610859,226.60244214101292,132.5578926824092,1.2804916331411325,0.969682772608536,1.7322300598201277,0.4647755738346555,1.3337533768321306,25.738110687806497,158.9319713308531,2.6468708949331954,34.11271235836346,759.4086082018764,1.1790584201790473,1.067063939117052,1.567221177445396,0.6069569897228669,1.492929308027268,0.6395220243174673,159.05505220939486,0.8201908985108272,14.283983665319186,0.005052725700055372,0.00041640378373775154,0.00017666022315293348,169.93053933500164,0.0,0.01538904656426679,0.005052828503371363,0.0050528285033713555,0.007684214109743113,6.243243597942827e-07,0.0013215452957874426
4,-4022000.0000000056,85.0,-4.022000000000006,43.200700000000005,85.0,10290.48,-0.07318715666666667,30.28533333333333,8.731326666666668,123.758,-0.00024954999999999883,42.35750000000001,2.32413908628e-07,-3.40788,-1.7666426666666668,-9.61872,-4.948043333333334,-4.359743333333333,-639.1293333333333,6521.113333333334,39.9667,6156.073333333334,9601.226666666667,0.6165466666666667,2.257781,-1.56985,-0.9236179999999999,-0.3353157,5.399105333333334,7030.203333333334,86.24759999999999,5465.433933333333,0.5625973333333333,0.9789646666666667,0.0232613,12495.637266666667,-302.40601503759444,0.7776015050379849,0.562597576798819,0.437402423201181,0.21032305423538974,1.7088254479920748e-05,0.03617174625157845,-4022000.0000000056,46.57252408878007,0.0,0.0,46.57252408878007,582.1286912702382,0.06055131313905284,0.5703327566722216,0.17763895753278197,0.2728021260914096,0.11107089306792982,423.59906416710834,4.025243569981595e-07,1.8503092144828117,1.025195502292774,2.6498445752911626,3.7245480139519396,1.296538104196453,67.11606643966351,238.61844571058077,5.733866970901922,172.18042639433042,1034.7427255764267,1.427858013821169,1.2714824652872725,3.493416733629127,3.8344127714334566,0.8775696727263711,8.708387791821476,200.77544081219995,9.719673008388712,143.42753360918329,0.005921242127572029,0.002555261499990427,0.0022463410716095644,310.8446180219526,0.0,0.018821941653964856,0.005921223323114213,0.005921223323114246,0.009699795471745936,7.880856144228006e-07,0.0016681886908295324,-4022000.0000000056,26.888659319497503,0.0,0.0,26.888659319497503,336.0921566078766,0.034959316940617484,0.32928177059236846,0.10255989995011616,0.15750238093437754,0.06412681001190142,244.56503372535357,2.3239754586826844e-07,1.0682765230656963,0.5918968992207266,1.5298884788550222,2.150368798464838,0.7485566234724292,38.74947902588854,137.7664238646139,3.310449639147729,99.40841552795122,597.4089911535569,0.8243742086442164,0.7340907436034958,2.0169250915523196,2.2137992457712454,0.5066650867812221,5.02779003581578,115.91775479958942,5.611655827828362,82.80792513846606,0.0034186307362906627,0.00147528091486936,0.0012969256223854945,179.46622389112073,0.0,0.010866853080588039,0.0034186198795318813,0.0034186198795319008,0.00560017952669683,4.550014416314755e-07,0.00096312918970952
5,-4019000.0000000056,71.0,-4.0190000000000055,43.2037,71.0,10124.053333333333,-0.3312283333333333,30.5772,8.73086,123.74566666666665,0.09580460000000002,665.5533333333333,397.3586666666667,-5.776486666666667,-0.08951300000000002,-6.963093333333333,-5.214976666666667,-6.083353333333334,-601.7046666666666,6484.580000000001,26.795666666666666,6035.8,10173.053333333333,-1.98771,3.6992666666666665,0.6144496666666664,-1.4262050000000002,-2.2945800000000003,0.1071627,6963.860000000001,70.36656666666666,5342.3656,0.5658949999999999,0.9826203333333333,0.019518733333333333,12306.2256,-302.18045112782,0.7671296770234796,0.5658948179834967,0.4341051820165034,0.21352821100976396,1.7348665944596655e-05,0.03672297501706337,-4019000.0000000056,46.57252408878007,0.0,0.0,46.57252408878007,450.126736079222,0.16696524087466028,0.8328822425769439,0.0039030885206469937,0.14002975874196413,0.2089662227009906,559.0928578951205,135.5812592408454,0.30823127442447046,1.7886853646846335,3.340383019450514,1.8048356546049653,1.6346578259786768,63.08237671753762,123.30351211543028,3.8605593238976823,156.32102961533968,1198.270083926547,0.6379983574430267,2.051925079683304,3.388699738576779,2.1973329289775365,1.6588868317941403,0.8521129539134292,73.14110950758105,3.0144000005529024,90.65650210348946,0.002141844765616718,0.0008530488458074531,0.001123769448478348,159.97085134998704,0.0,0.0066729048340110775,0.0021415558979911487,0.002141555897991144,0.003533568647291443,2.8709415849204277e-07,0.000607709644275658,-4019000.0000000056,26.888659319497503,0.0,0.0,26.888659319497503,259.88079224478645,0.09639742676429583,0.48086478695505774,0.00225344920806648,0.08084621890423135,0.12064670492795622,322.792412007745,78.27787651977053,0.17795740926162942,1.032697976796217,1.9285710354762093,1.0420223510292113,0.9437701358617174,36.42062717899173,71.18931591186995,2.2288949648748466,90.25198852841584,691.8215555168674,0.36834852341227053,1.1846794971121,1.956466706270118,1.2686307580444096,0.9577587588914723,0.49196764332188553,42.22803926302982,1.7403646517644262,52.34055589323951,0.0012365946519912031,0.0004925079807588325,0.0006488085935860515,92.35921408940862,0.0,0.0038526034021930506,0.0012364278741898206,0.0012364278741898178,0.0020401068097137365,1.6575388968814999e-07,0.0003508613267116829
6,-4016000.000000005,49.0,-4.016000000000005,43.20669999999999,49.0,10571.34,-0.17136956666666667,30.62823333333333,8.791333333333332,123.83533333333332,0.13418186866666668,65.97466666666666,0.06696767075053499,-2.4434850333333333,-2.6229133333333334,-8.39864,-5.311466666666667,-3.9765166666666665,-570.1086666666666,6728.41,37.12903333333333,6058.286666666667,8881.266666666666,1.1463373333333333,0.966907,-1.2189953333333332,-1.7216466666666665,-0.3866943666666667,1.022055,7182.526666666668,78.41196666666667,5340.167999999999,0.573492,0.9811996666666666,0.02179223333333333,12522.694666666668,-301.95488721804554,0.7441730454893415,0.5734918805843562,0.42650811941564387,0.2029640606606231,1.649035352522572e-05,0.03490613298240472,-4016000.000000005,46.57252408878007,0.0,0.0,46.57252408878007,805.1666379079552,0.1897414562631565,1.6769936801709577,0.0834882275134257,0.10052031303837392,0.2169965067906959,113.54438421570364,0.11599139759426984,2.224877126664303,1.3036240167062485,0.7888413571181466,0.7500557368844886,0.4804368660223038,29.91420850253828,468.39412645762314,6.953499939119393,375.20211357791345,566.7064016166875,2.3260762766103205,1.4026429399255533,0.861160826898979,0.9262022755496412,0.298296777064224,0.8222049096904007,447.2904653950647,5.954255868144503,301.8526000013251,0.011454309625638768,0.0019721565184673785,0.002780836439514794,691.7020025609969,0.0,0.03523822754334022,0.011454048160117735,0.01145404816011764,0.021609346308707214,1.7557086654639834e-06,0.003716415179413641,-4016000.000000005,26.888659319497503,0.0,0.0,26.888659319497503,464.8631751386639,0.10954728084996501,0.9682127526760036,0.048201950629041056,0.058035429791730625,0.12528299160881676,65.5548807919068,0.0669676646247326,1.2845334079934763,0.7526476769674137,0.4554377698800717,0.43304488159748256,0.27738035392659727,17.270976331535067,270.42747499714835,4.014605061660628,216.62304127472487,327.1880935248787,1.342960764456571,0.8098162789429464,0.49719143522568626,0.5347431331126293,0.1722217245364275,0.4747002259387848,258.2432706017936,3.4376912282971372,174.27467986635347,0.006613148745743864,0.001138625096821216,0.0016055166669261868,399.35433737759473,0.0,0.020344800157912755,0.006612997788554912,0.006612997788554857,0.012476161908343955,1.0136588706241894e-06,0.002145673304254877
7,-4013000.000000005,57.0,-4.013000000000005,43.2097,57.0,10522.266666666666,-0.17966496666666668,30.67143333333333,8.765266666666667,123.78866666666666,0.26336106666666664,449.9363333333333,137.0351114319,-3.58687,-0.9462646666666665,-11.239303333333334,-6.4658766666666665,-5.28712,-566.16,6455.759999999999,39.6723,6259.7266666666665,13945.853333333333,-0.021914333333333296,2.6186936666666667,-4.10941,-2.900916666666667,-1.7221633333333333,0.3716406666666667,6906.723333333334,80.6693,5502.768533333333,0.5567223333333333,0.9799693333333334,0.021646866666666667,12409.491866666669,-301.7293233082711,0.7965044078506903,0.5567222104347161,0.4432777895652838,0.21628857840510884,1.7572939316249664e-05,0.03719770808590611,-4013000.000000005,46.57252408878007,0.0,0.0,46.57252408878007,468.3182714066725,0.16250568359076964,0.6618613626231181,0.1928119927113797,0.16416252109824728,0.2919873329286963,189.03608878818173,237.31251584858228,1.8088792503923528,2.7769994430423157,4.794050139812196,1.3856993119119791,0.5159705225107342,50.92989876290743,106.00902744577925,15.552009616445073,329.0759779037867,5564.112631726045,1.905915521390267,3.0739394021939233,5.331942120803638,1.662607599355101,0.20573869405956038,0.22389056833715293,116.38239228222358,12.037366095620747,265.1092422309216,0.008457152613813596,0.0030022708627525743,0.002956075161989851,370.9378421221715,0.0,0.02729824822973823,0.008457186070504538,0.008457186070504519,0.005622626936259617,4.568252409692073e-07,0.0009669897365509561,-4013000.000000005,26.888659319497503,0.0,0.0,26.888659319497503,270.38368006306257,0.093822700165975,0.3821258358766697,0.11132005589490322,0.09477927574692067,0.16857896526634367,109.14003674841072,137.0124449072463,1.0443569221455533,1.6033013759799217,2.7678461387291344,0.8000338707482604,0.2978957200654842,29.40439076056499,61.204340532351075,8.978956938494212,189.9921044265906,3212.4419257284294,1.1003808393273566,1.774739741329259,3.0783982187494847,0.959906945044385,0.11878329039800925,0.12926327989847355,67.19340551307441,6.949776555640713,153.0608923666803,0.004882739338163027,0.0017333618907903687,0.001706690790519607,214.16106300185461,0.0,0.015760650963844592,0.004882758654392549,0.004882758654392537,0.0032462251752023307,2.637481758461875e-07,0.0005582917847012997
8,-4010000.000000005,65.0,-4.010000000000005,43.212700000000005,65.0,10471.495,-0.032958183333333335,30.95996666666667,8.671603333333334,123.91233333333332,6.706666666667314e-06,3.3125445,250.26795750000346,-2.8702462833333335,-3.3460818333333333,-9.166206666666668,-5.7343616666666675,-5.540086666666667,-592.9373333333333,6733.355,31.046283333333335,6126.561666666667,8752.42,0.8633208833333333,0.3874868333333333,-1.699086,-2.0007946666666667,-1.8065179999999998,-0.06830283333333338,7205.651666666668,73.98233333333333,5411.062466666666,0.5709203333333334,0.9823353333333333,0.02021405,12616.714133333333,-301.50375939849664,0.7521198507934866,0.5709204190578246,0.42907958094217546,0.20184685344953832,1.6399583061668008e-05,0.03471399362851075,-4010000.000000005,44.7794595769087,0.0,0.0,44.7794595769087,576.1005507287763,0.019086249210509297,1.09964605517715,0.14505194016857081,0.10374327287427582,0.02076888311012768,21.175207801747625,273.56805312745985,1.4569064809078454,1.707344530039607,2.6598717558834806,2.343522077748931,2.58774983530222,18.353226579178553,410.32806663692884,6.960396198325687,261.7607282551502,395.3534108111373,1.471909668358735,1.7672014833733494,2.4874800961728316,2.398226743464151,2.530943378731338,2.2699921099898495,408.84934063376784,7.4424462555443895,216.7118271360258,0.01126018427321093,0.0016476230960588527,0.0015707833864031032,561.2412157112437,0.0,0.03421406579206362,0.01126025224968235,0.011260252249682362,0.019752191636900437,1.6048192075499196e-06,0.003397018298350163,-4010000.000000005,18.281137820168635,0.0,0.0,18.281137820168635,235.19206497031288,0.007791928611557675,0.4489286221414023,0.059217206602285584,0.042353013798049156,0.008478861024553423,8.644742385280523,111.68369001481273,0.5947795801963505,0.6970204856214972,1.0858880971925446,0.9567388819053213,1.0564444464102742,7.492673375445577,167.51573173386828,2.841569848917633,106.86336982074087,161.40235409270414,0.6009046058246852,0.7214569844923727,1.0155094968254441,0.979071968163957,1.0332533076279022,0.9267203982698133,166.9120443710133,3.0383659606951756,88.47223295158273,0.004596950979846438,0.0006726393122948038,0.0006412696321881045,229.12576685197544,0.0,0.013967833869428108,0.004596978731124687,0.004596978731124692,0.008063798468679216,6.55164697985826e-07,0.001386826912975915
